frequency_mhz,distance_m,tx_power_dbm,tx_gain_dbi,rx_gain_dbi,tx_height_m,rx_height_m,obstacle_count,humidity_pct,environment,weather_condition,received_power_dbm,signal_level
882.69,913.08,37.52,7.76,1.9,28.35,2.49,0.0,49.1,Rural,Clear,-46.04,Excellent
703.96,26.19,23.02,6.37,2.94,42.19,1.89,5.0,75.1,Suburban,Fog,-52.19,Excellent
5824.99,38.19,36.47,4.79,,39.92,2.3,2.0,49.5,Suburban,Clear,-48.11,Excellent
5808.96,43.62,46.64,15.07,4.3,32.3,1.34,0.0,39.1,Rural,Clear,-14.53,Excellent
,133.1,20.13,4.6,1.8,39.13,2.15,2.0,29.3,Rural,Storm,-53.0,Excellent
717.8,1122.1,49.2,12.27,3.64,22.29,1.47,2.0,52.7,Rural,Rain,-34.1,Excellent
2596.49,1753.54,21.58,9.22,1.73,29.71,1.57,5.0,39.4,Dense Urban,Rain,-164.02,Poor
670.79,121.08,44.99,4.62,3.55,12.84,1.84,,72.5,Rural,Rain,-21.67,Excellent
699.21,421.61,35.25,6.74,4.66,12.1,2.42,6.0,24.2,Dense Urban,Rain,-121.93,Poor
5818.75,62.61,45.4,3.75,1.68,16.42,2.09,2.0,68.5,Suburban,Rain,-61.1,Excellent
2095.8,192.36,21.38,3.53,2.48,40.04,2.4,4.0,38.2,Indoor,Fog,-135.63,Poor
865.51,3463.29,19.31,7.74,1.24,46.88,2.16,7.0,58.8,Urban,Clear,-153.85,Poor
2612.33,53.31,28.55,14.08,2.61,34.69,2.18,1.0,41.9,Suburban,Clear,-47.59,Excellent
1797.41,1338.56,42.51,8.36,2.59,11.62,2.31,8.0,74.5,Urban,Clear,-122.63,Poor
2389.4,13.0,42.53,11.1,4.06,34.93,1.63,1.0,50.0,Rural,Fog,-5.41,Excellent
5013.59,85.47,43.22,4.05,3.91,21.01,2.23,4.0,70.4,Suburban,Rain,-66.72,Excellent
892.14,599.83,42.69,16.1,2.07,45.16,2.3,5.0,60.3,Suburban,Rain,-66.08,Excellent
2580.21,1242.81,41.65,7.29,0.86,39.23,2.16,8.0,74.2,Urban,Rain,-131.47,Poor
4989.25,396.54,47.82,5.03,1.27,24.46,2.09,1.0,45.1,Rural,Rain,-52.59,Excellent
2122.61,2218.22,23.6,7.66,2.51,27.62,1.44,9.0,83.8,Urban,Clear,-153.5,Poor
5787.0,1641.63,22.18,17.51,4.85,38.74,2.45,6.0,44.8,Urban,,-140.77,Poor
2084.1,464.12,18.67,12.08,3.39,47.14,1.57,13.0,57.1,Dense Urban,Clear,-155.37,Poor
2078.01,87.01,27.8,3.94,1.34,21.93,1.74,1.0,53.4,Rural,Fog,-47.86,Excellent
4973.31,95.86,20.69,4.59,4.96,40.82,1.29,5.0,70.1,Indoor,Rain,-136.53,Poor
2628.6,457.22,38.57,14.2,4.18,37.52,1.23,5.0,84.5,Urban,Rain,-99.42,Fair
5002.21,591.58,38.41,15.53,2.21,19.57,1.42,2.0,54.0,Suburban,Clear,-78.51,Good
3513.78,116.14,36.12,3.32,3.42,19.99,2.01,2.0,74.4,Rural,Rain,-51.17,Excellent
3516.38,118.27,39.05,6.7,0.58,18.53,1.58,9.0,33.4,Urban,Rain,-103.08,Poor
891.14,30.0,46.93,2.76,4.91,16.94,2.34,3.0,60.8,,Rain,-46.25,Excellent
1817.93,10.02,20.3,3.99,0.81,22.42,1.23,2.0,87.6,Rural,Storm,-41.42,Excellent
5027.69,176.02,24.29,4.2,4.26,15.17,1.45,5.0,56.8,Suburban,Fog,-96.35,Fair
2614.51,1747.49,30.93,9.0,2.38,20.07,1.31,2.0,62.8,Rural,Rain,-75.96,Good
912.7,1171.85,20.23,2.2,3.74,24.44,1.33,6.0,77.3,Indoor,Clear,-174.06,Poor
1795.93,4815.21,42.64,13.41,1.65,32.26,1.51,3.0,44.6,Suburban,Storm,-101.57,Poor
3520.48,640.78,29.84,8.45,2.54,27.45,2.32,6.0,97.0,Urban,Clear,-123.4,Poor
825.33,42.79,20.59,8.42,2.98,22.71,2.31,5.0,50.3,Urban,Clear,-73.65,Good
864.98,673.2,35.8,17.39,2.06,14.65,1.63,2.0,62.5,Rural,Clear,-39.73,Excellent
3491.72,1722.02,25.7,7.3,2.33,32.43,1.3,9.0,22.7,Urban,Rain,-154.49,Poor
903.96,537.07,28.76,2.66,4.88,43.6,2.09,3.0,77.2,Urban,Clear,-107.29,Poor
3523.58,199.6,34.22,8.48,2.27,34.59,2.11,6.0,61.0,Urban,Clear,-99.76,Fair
2406.3,467.03,24.36,9.47,0.8,32.68,2.4,7.0,52.5,Dense Urban,Clear,-142.6,Poor
5771.53,11.74,43.37,9.53,2.43,25.33,2.39,5.0,35.5,Suburban,Clear,-37.26,Excellent
2413.36,51.94,23.46,9.42,4.53,31.25,1.54,2.0,94.6,Rural,Rain,-46.27,Excellent
5025.74,26.65,19.76,7.35,1.26,36.84,2.35,1.0,65.8,Rural,Rain,-48.68,Excellent
5008.52,130.56,31.37,10.74,1.53,21.62,1.89,8.0,89.5,Urban,Fog,-104.39,Poor
921.69,2572.05,25.29,15.93,1.35,48.14,2.39,5.0,61.0,Urban,Clear,-127.85,Poor
5819.52,32.16,,7.73,1.86,10.87,2.08,13.0,61.5,Dense Urban,Clear,-104.32,Poor
3521.68,15.54,37.95,10.56,2.36,23.41,1.8,1.0,60.9,Rural,Rain,-19.71,Excellent
840.65,1249.94,21.68,15.56,1.67,49.28,1.95,2.0,43.1,Rural,Clear,-57.25,Excellent
698.45,2200.11,29.13,8.38,0.93,42.43,1.51,6.0,46.0,Urban,Rain,-128.47,Poor
920.88,271.78,48.26,,1.7,12.23,1.94,3.0,56.9,Urban,Rain,-82.66,Good
724.62,103.83,44.67,8.92,2.08,24.42,1.55,7.0,91.2,Dense Urban,Clear,-84.6,Good
1778.81,145.21,35.14,10.07,2.45,37.5,1.77,5.0,10.6,Suburban,Rain,-69.09,Excellent
5780.89,600.62,48.39,15.9,3.28,32.04,1.59,0.0,80.2,Rural,Fog,-36.8,Excellent
2090.81,1751.95,18.22,15.65,3.69,47.37,1.78,4.0,36.3,Indoor,Clear,-173.27,Poor
716.22,32.46,41.97,14.3,4.13,41.56,,1.0,53.3,Suburban,Rain,-15.89,Excellent
2122.5,2723.76,21.03,8.12,1.25,36.38,1.94,9.0,44.8,Urban,Clear,-159.59,Poor
904.81,594.67,38.56,6.43,3.08,34.21,1.26,2.0,68.5,Rural,Clear,-44.68,Excellent
4976.8,983.16,20.15,9.06,0.92,49.94,2.11,4.0,84.4,Suburban,Clear,-111.87,Poor
688.22,17.16,29.06,7.11,3.1,30.08,2.06,3.0,69.7,Indoor,Clear,-65.83,Excellent
3521.42,3010.13,19.61,17.68,4.6,10.2,1.32,2.0,38.8,Rural,Clear,-85.65,Fair
2090.85,266.43,22.43,3.35,4.36,39.7,1.61,9.0,59.9,Dense Urban,Clear,-139.68,Poor
676.17,94.91,38.26,10.09,3.04,30.96,1.53,4.0,72.4,Urban,Clear,-63.02,Excellent
2588.12,119.32,42.39,8.15,1.38,43.71,1.8,8.0,62.3,Dense Urban,Clear,-102.73,Poor
2118.4,61.79,45.02,14.36,0.69,28.01,1.7,1.0,70.4,Rural,Storm,-21.94,Excellent
3499.61,27.53,43.78,11.54,2.23,16.5,2.28,4.0,77.2,Urban,Clear,-54.45,Excellent
2580.29,12.4,19.11,2.96,1.99,36.24,1.71,0.0,45.0,Rural,Rain,-34.69,Excellent
3488.76,51.72,45.82,12.77,3.37,46.6,1.35,4.0,55.6,Urban,Storm,-64.03,Excellent
2127.21,218.95,21.3,9.88,0.53,13.62,1.57,4.0,63.2,Suburban,Fog,-88.94,Fair
695.92,630.33,43.38,11.86,0.23,17.27,1.38,0.0,71.3,Rural,Clear,-35.16,Excellent
846.5,953.41,47.47,3.46,3.63,19.14,1.62,4.0,58.2,Indoor,Clear,-140.49,Poor
2079.18,405.06,44.5,10.16,3.01,15.63,2.31,0.0,24.8,Rural,Clear,-38.05,Excellent
1788.27,20.57,35.04,10.45,1.77,32.52,1.89,1.0,56.2,Suburban,Rain,-31.02,Excellent
3518.88,146.13,45.35,4.34,3.72,13.06,1.67,1.0,51.5,Suburban,Clear,-61.12,Excellent
2117.17,632.86,31.27,11.83,2.22,49.38,2.37,3.0,43.2,Urban,Clear,-104.63,Poor
4996.13,1013.47,21.54,16.54,3.96,16.75,1.8,2.0,35.9,Suburban,Clear,-98.15,Fair
873.62,75.13,30.76,2.41,4.19,11.99,2.15,7.0,33.4,Dense Urban,Rain,-104.79,Poor
1792.82,3205.05,24.97,6.05,3.73,23.36,1.46,5.0,46.2,Suburban,Rain,-123.12,Poor
3521.86,1401.88,21.33,7.27,4.67,29.04,1.68,2.0,42.4,Rural,Clear,-79.62,Good
821.89,1989.74,19.48,10.71,0.36,43.0,1.86,6.0,49.4,Urban,Rain,-138.66,Poor
1790.83,629.48,21.4,13.84,0.63,34.67,1.87,3.0,49.0,Urban,Clear,-115.39,Poor
3521.3,130.84,41.08,12.58,3.96,49.34,2.24,5.0,31.9,Suburban,Clear,-57.52,Excellent
2424.08,3321.18,45.79,9.39,3.65,26.0,1.95,3.0,10.3,Suburban,Rain,-96.45,Fair
3515.39,2710.03,44.35,17.36,2.13,13.75,2.37,4.0,81.2,Urban,Clear,-122.17,Poor
2410.19,1721.99,35.8,7.47,2.66,46.44,2.39,6.0,61.2,Indoor,Rain,-169.86,Poor
5018.93,2541.71,45.77,14.54,1.02,32.97,1.76,0.0,41.0,Rural,Rain,-55.98,Excellent
5012.45,2977.87,25.1,15.22,1.7,30.44,2.09,2.0,55.1,Suburban,Rain,-118.31,Poor
5785.25,1033.7,43.73,3.62,0.39,28.04,2.22,5.0,86.5,Indoor,Storm,-176.5,Poor
847.97,34.73,46.04,2.7,0.17,17.51,1.67,2.0,83.1,Suburban,Fog,-34.31,Excellent
2409.64,284.13,18.12,17.78,3.29,24.71,1.57,3.0,22.8,Suburban,Fog,-83.58,Good
855.27,459.78,29.17,7.74,2.96,23.02,2.34,5.0,51.6,Urban,Clear,-104.13,Poor
923.11,1222.68,24.39,12.69,3.5,24.29,1.97,0.0,60.8,Rural,Storm,-58.48,Excellent
1798.43,216.96,18.73,2.47,1.93,21.04,1.45,0.0,83.0,Rural,Fog,-62.21,Excellent
2580.68,242.23,22.6,14.22,4.03,30.02,1.95,0.0,34.3,Rural,Clear,-48.86,Excellent
2082.87,4864.07,46.21,7.63,1.88,40.03,1.49,5.0,54.2,Dense Urban,Rain,-160.35,Poor
5020.76,166.15,24.05,11.3,1.54,48.4,1.8,0.0,37.2,Rural,Rain,-52.93,Excellent
870.52,22.43,36.18,2.77,2.99,14.7,2.08,8.0,47.7,Urban,Fog,-62.98,Excellent
2622.15,823.03,47.89,3.73,2.73,45.08,2.28,3.0,56.3,Suburban,Rain,-78.89,Good
3473.34,95.17,42.33,15.17,3.61,23.78,1.72,2.0,38.0,Rural,Rain,-31.01,Excellent
5793.5,46.86,30.73,10.87,2.29,30.75,1.33,1.0,47.2,Suburban,Clear,-56.74,Excellent
918.01,496.82,19.72,14.43,4.74,14.63,2.21,2.0,56.8,Suburban,Rain,-81.51,Good
3494.46,3765.39,31.11,4.58,2.45,15.49,2.06,9.0,72.8,Urban,Fog,-166.1,Poor
719.34,69.87,26.04,7.24,0.08,42.62,2.01,13.0,39.0,Dense Urban,Clear,-115.64,Poor
2376.02,101.1,45.58,15.62,2.89,30.55,1.6,8.0,62.5,Urban,Clear,-73.6,Good
2100.69,180.44,45.98,11.38,3.81,19.65,1.26,1.0,52.9,Suburban,Fog,-50.45,Excellent
5804.95,719.24,22.35,12.71,2.5,46.94,1.97,1.0,70.3,Suburban,Clear,-94.39,Fair
3523.45,117.13,19.12,5.3,1.54,44.51,2.21,10.0,23.0,Dense Urban,Clear,-134.48,Poor
5775.62,140.38,41.95,10.89,2.75,25.15,1.59,0.0,35.6,Rural,Clear,-35.44,Excellent
4990.32,779.33,45.97,13.74,3.38,18.09,2.09,0.0,40.5,Rural,Clear,-44.06,Excellent
2109.56,4558.79,44.83,4.76,3.13,24.19,1.37,6.0,28.6,Urban,Clear,-140.38,Poor
3528.8,71.49,41.88,6.79,2.04,37.72,2.15,6.0,57.4,Urban,Storm,-85.82,Fair
720.9,380.0,25.25,2.14,1.91,23.07,2.31,4.0,54.2,Urban,Rain,-111.33,Poor
2420.79,1393.39,32.08,17.41,4.05,29.02,1.71,1.0,61.7,Rural,Clear,-53.98,Excellent
701.03,37.37,22.47,16.33,1.31,47.98,1.38,5.0,57.6,Indoor,Clear,-86.13,Fair
3503.86,1616.66,46.97,3.48,1.92,47.7,1.83,2.0,94.0,Indoor,Clear,-153.92,Poor
5821.51,90.77,44.69,15.32,3.31,28.15,1.96,4.0,69.4,Urban,Clear,-68.08,Excellent
2622.18,19.94,44.1,10.74,2.07,45.98,1.35,5.0,66.2,Suburban,Clear,-31.9,Excellent
5018.14,11.67,34.65,17.43,1.98,25.43,1.45,7.0,51.6,Dense Urban,Clear,-64.6,Excellent
919.11,12.28,46.96,10.15,0.62,29.28,1.28,8.0,87.9,Urban,Rain,-39.27,Excellent
5822.78,1421.72,21.9,5.31,2.57,18.5,2.3,8.0,49.3,Dense Urban,Clear,-180.37,Poor
2376.83,663.19,30.25,15.7,4.95,19.88,1.69,1.0,66.7,Suburban,Clear,-75.23,Good
2587.56,1385.5,21.29,17.01,4.28,37.81,1.92,9.0,48.7,Urban,Rain,-142.38,Poor
3528.57,1076.92,37.67,10.49,3.92,41.17,2.1,2.0,59.7,Rural,Clear,-57.4,Excellent
2602.69,106.72,18.84,8.52,2.42,32.83,1.53,8.0,65.1,Urban,,-106.19,Poor
1780.59,3297.53,24.51,14.4,4.11,35.61,2.2,1.0,73.3,Rural,Rain,-70.99,Good
2600.18,2341.79,31.42,3.35,4.56,22.45,1.41,2.0,33.9,Suburban,Storm,-112.18,Poor
2608.75,87.13,18.51,15.48,1.09,46.04,2.49,3.0,58.1,Indoor,Clear,-110.95,Poor
5019.69,1219.4,21.21,15.77,2.48,37.68,1.81,7.0,35.8,Dense Urban,Clear,-158.93,Poor
2118.73,1630.17,45.78,6.73,4.28,44.79,1.84,2.0,48.0,Suburban,Rain,-84.41,Good
2372.95,208.14,22.61,2.18,4.11,40.89,1.92,4.0,57.0,Suburban,Clear,-86.07,Fair
2397.21,21.14,46.59,2.16,4.42,28.74,1.58,0.0,60.7,Rural,Clear,-10.4,Excellent
821.23,79.73,30.54,17.65,4.79,36.93,1.79,9.0,54.2,Dense Urban,Clear,-84.93,Good
723.29,4664.14,21.33,14.49,1.44,15.58,1.25,0.0,35.9,Rural,Rain,-70.65,Good
680.43,855.63,18.73,7.74,2.93,24.62,2.29,2.0,70.6,Rural,Clear,-63.96,Excellent
2607.49,1232.88,43.85,16.23,0.8,33.97,2.42,6.0,22.1,Urban,Rain,-114.23,Poor
2104.24,2892.39,18.26,16.28,2.63,16.93,1.69,3.0,61.2,Indoor,Rain,-185.73,Poor
5007.53,35.26,45.73,16.53,0.37,42.85,2.3,6.0,57.4,Indoor,Fog,-82.89,Good
3503.8,4108.6,22.83,10.03,2.1,25.12,2.04,5.0,56.3,Indoor,Clear,-201.93,Poor
862.94,250.29,38.46,15.13,2.6,46.7,1.59,1.0,81.9,Rural,Fog,-22.38,Excellent
857.57,1022.97,30.01,2.6,3.48,43.06,1.49,7.0,59.2,Indoor,Clear,-157.88,Poor
1775.42,72.25,19.61,4.56,1.07,20.81,1.94,1.0,90.5,Rural,Storm,-57.08,Excellent
5792.01,77.46,45.14,12.12,4.39,10.37,1.54,11.0,84.4,Dense Urban,Clear,-102.97,Poor
702.8,93.44,19.36,3.66,0.14,12.67,2.09,8.0,43.3,Urban,Clear,-105.59,Poor
839.51,86.98,42.29,2.69,3.07,13.18,1.54,4.0,55.6,Suburban,Fog,-56.18,Excellent
715.62,14.75,34.19,3.73,4.56,21.67,2.31,12.0,46.4,Dense Urban,Clear,-73.37,Good
2089.07,68.47,22.67,9.27,4.33,10.84,2.33,1.0,81.0,Suburban,Fog,-63.83,Excellent
5819.72,558.81,44.59,9.81,2.62,28.65,1.84,1.0,66.0,Rural,Clear,-49.5,Excellent
2578.8,2718.93,22.62,16.82,0.72,33.33,1.96,2.0,33.4,Suburban,Clear,-108.2,Poor
2116.16,12.96,23.36,8.75,0.49,41.33,1.67,9.0,72.6,Dense Urban,Clear,-83.4,Good
831.01,11.09,35.37,10.23,3.56,,2.34,3.0,57.3,Suburban,Fog,-17.84,Excellent
1801.68,397.07,28.77,15.06,0.62,11.07,2.35,2.0,73.0,Suburban,Fog,-79.9,Good
2389.23,773.39,27.6,15.04,0.3,49.36,2.01,4.0,29.6,Suburban,Rain,-92.78,Fair
908.24,438.14,42.24,7.23,2.24,32.88,1.36,3.0,53.3,Urban,Clear,-87.21,Fair
3482.76,4228.78,44.58,13.59,0.92,36.07,1.87,2.0,63.4,Rural,Clear,-61.88,Excellent
5817.72,41.47,46.22,16.17,4.04,19.0,,10.0,43.9,Dense Urban,Clear,-85.93,Fair
904.42,199.01,22.26,15.17,2.71,29.0,2.41,2.0,64.7,Rural,Storm,-45.95,Excellent
927.44,2964.78,48.01,7.25,4.28,23.77,2.41,5.0,44.9,Suburban,Rain,-89.36,Fair
862.71,464.09,28.06,13.84,1.95,26.15,2.21,1.0,58.9,Suburban,Clear,-68.45,Excellent
3506.44,361.11,45.73,13.8,,24.67,1.22,2.0,71.4,Rural,Fog,-36.39,Excellent
2119.75,3293.91,21.2,5.87,4.89,16.57,1.73,5.0,62.2,Dense Urban,Clear,-175.62,Poor
883.18,82.17,39.76,12.72,2.76,23.17,2.41,5.0,26.8,Urban,Clear,-62.02,Excellent
907.96,26.56,47.25,3.41,0.94,39.57,1.69,9.0,83.9,Urban,Rain,-58.18,Excellent
693.42,22.32,44.42,6.39,0.27,20.87,1.99,1.0,72.2,Suburban,Clear,-24.23,Excellent
2114.63,1652.76,37.55,2.45,4.59,39.69,2.28,10.0,61.6,Dense Urban,Clear,-158.07,Poor
2571.47,2055.31,34.78,4.09,2.55,28.61,1.46,9.0,92.5,Urban,Clear,-147.77,Poor
895.66,42.78,19.8,3.7,1.01,48.9,1.46,3.0,54.1,Indoor,Clear,-97.67,Fair
709.1,171.25,,17.15,1.87,24.43,2.4,5.0,70.8,Indoor,Rain,-101.31,Poor
2097.64,378.88,31.11,4.62,4.65,48.55,2.29,3.0,17.9,Urban,Clear,-104.47,Poor
2584.28,23.73,21.48,3.16,4.8,12.01,1.77,8.0,85.5,Dense Urban,Rain,-101.95,Poor
1797.86,1953.95,46.03,14.0,1.03,13.93,2.39,1.0,70.1,Rural,Rain,-51.1,Excellent
920.98,135.06,29.66,12.38,2.53,20.39,1.93,6.0,86.3,Dense Urban,Clear,-101.95,Poor
832.41,2140.37,38.15,12.18,4.03,45.27,1.48,1.0,43.3,Rural,Clear,-45.92,Excellent
3492.03,1125.7,22.34,16.27,3.61,39.33,1.66,4.0,97.9,Suburban,Clear,-101.17,Poor
5029.42,62.53,22.01,12.66,3.28,20.95,2.26,3.0,71.0,Suburban,Clear,-70.95,Good
3524.77,859.04,46.15,12.69,4.14,10.3,1.91,0.0,72.4,Rural,Clear,-42.84,Excellent
2372.04,998.02,49.39,9.31,4.07,42.81,1.23,1.0,38.0,Suburban,Clear,-66.66,Excellent
3501.82,69.2,18.21,11.05,3.02,44.13,1.86,7.0,65.8,Urban,Clear,-99.7,Fair
1773.92,48.4,46.03,14.26,2.46,20.42,1.22,5.0,61.8,Dense Urban,Clear,-65.23,Excellent
725.43,1668.81,23.75,7.75,4.09,10.95,1.41,4.0,58.1,Suburban,Clear,-105.79,Poor
1796.49,675.65,24.64,2.58,3.82,48.84,2.05,0.0,64.5,Rural,Rain,-63.9,Excellent
3495.11,991.03,46.0,8.82,0.98,24.89,2.01,7.0,23.9,Dense Urban,Clear,-143.01,Poor
2586.38,69.97,38.76,8.03,2.52,19.1,1.9,0.0,74.9,Rural,Clear,-30.16,Excellent
5804.13,889.57,42.38,4.91,2.96,48.69,2.01,5.0,38.8,Urban,Rain,-121.74,Poor
5778.7,847.02,20.82,13.34,,39.7,1.74,6.0,55.0,Urban,Rain,-139.12,Poor
917.94,79.34,43.62,14.87,2.39,16.7,1.21,6.0,50.6,Urban,Clear,-63.81,Excellent
699.47,53.7,29.86,4.54,1.37,28.31,2.06,7.0,55.3,Indoor,Rain,-103.45,Poor
903.99,145.99,43.49,9.7,0.96,26.86,2.14,9.0,27.9,Dense Urban,Rain,-98.28,Fair
5020.45,988.07,35.69,7.22,4.66,25.66,1.93,3.0,25.5,Suburban,Clear,-96.08,Fair
4981.11,33.3,19.55,11.09,2.75,36.97,1.99,11.0,47.9,Dense Urban,Clear,-109.72,Poor
680.51,2288.8,44.07,3.5,1.26,15.18,1.44,4.0,22.0,Suburban,Clear,-93.54,Fair
845.25,48.86,22.34,16.95,2.11,27.64,1.53,0.0,35.0,Rural,Clear,-20.85,Excellent
2417.17,1845.64,31.71,3.02,0.15,31.57,1.9,4.0,66.1,Suburban,Clear,-109.58,Poor
2573.51,26.33,43.63,15.16,0.02,34.91,1.57,2.0,48.2,Rural,Clear,-12.91,Excellent
5817.71,990.21,46.46,5.11,1.71,16.01,1.49,5.0,49.8,Indoor,Clear,-160.56,Poor
3500.05,327.48,43.6,14.33,3.54,43.26,2.21,2.0,84.3,Rural,Fog,-35.93,Excellent
903.71,609.9,30.48,6.51,3.66,32.26,2.0,0.0,10.0,Rural,Storm,-49.68,Excellent
703.86,4257.61,29.91,14.64,0.02,48.34,1.33,7.0,45.4,Urban,Fog,-138.28,Poor
2573.37,13.86,43.81,16.65,3.42,24.69,2.29,7.0,58.1,Urban,Fog,-41.49,Excellent
2384.99,25.26,25.07,16.97,3.79,46.6,1.89,7.0,63.3,Dense Urban,Clear,-76.86,Good
5815.32,16.35,36.39,15.82,1.16,13.88,2.18,2.0,27.7,Indoor,Clear,-71.86,Good
2394.74,252.63,22.53,8.81,0.77,48.84,1.91,11.0,62.0,Dense Urban,Clear,-141.71,Poor
2403.63,1468.09,24.38,8.86,3.53,41.08,1.82,3.0,46.7,Suburban,Clear,-102.49,Poor
1826.69,14.06,36.09,17.24,2.84,27.38,2.12,5.0,82.6,Urban,Rain,-43.71,Excellent
672.78,1269.39,46.13,16.26,1.98,13.03,1.82,5.0,72.2,Urban,Clear,-98.29,Fair
4996.98,147.5,20.01,9.76,2.89,42.21,2.03,3.0,49.7,Urban,Clear,-97.53,Fair
4991.68,3474.46,42.54,8.37,4.05,26.87,1.94,2.0,54.4,Suburban,Rain,-105.41,Poor
826.39,107.87,21.96,3.51,0.47,35.33,2.13,0.0,60.6,Rural,Clear,-44.0,Excellent
3527.05,4543.6,43.5,7.78,2.56,27.55,2.22,2.0,58.6,Rural,Fog,-70.03,Good
1827.69,317.71,31.35,9.54,1.38,19.07,2.12,6.0,54.0,Indoor,Clear,-139.51,Poor
2088.69,4698.53,21.43,15.29,1.42,13.15,2.4,4.0,50.5,Urban,Fog,-153.8,Poor
5026.8,507.51,39.02,7.18,3.87,49.52,2.42,2.0,94.1,Suburban,Clear,-78.38,Good
4972.11,86.05,22.48,6.84,3.25,20.19,1.34,3.0,72.3,Suburban,Clear,-80.06,Good
878.85,1473.59,38.41,2.42,4.44,28.04,1.99,5.0,61.2,Suburban,Fog,-93.81,Fair
1820.16,206.2,23.37,2.63,1.83,32.84,1.96,5.0,67.1,Suburban,Clear,-90.33,Fair
4982.86,68.15,29.96,14.93,2.53,41.22,1.26,12.0,40.6,Dense Urban,Clear,-113.27,Poor
5805.97,195.44,21.02,4.63,0.72,20.96,1.7,8.0,50.7,Urban,Storm,-138.77,Poor
717.9,2255.62,22.11,17.46,4.26,40.68,1.54,0.0,32.6,Rural,Clear,-53.7,Excellent
4989.16,947.27,20.7,2.96,3.09,15.01,1.75,7.0,54.3,Dense Urban,Clear,-171.63,Poor
2091.23,29.44,20.51,14.9,4.55,42.7,2.2,8.0,34.7,Urban,Clear,-72.92,Good
2407.74,1833.79,18.86,3.84,3.16,46.15,1.58,5.0,48.6,Urban,Clear,-145.84,Poor
678.83,146.01,36.51,12.16,0.67,46.13,2.4,5.0,50.3,Suburban,Rain,-53.55,Excellent
2577.09,16.74,30.16,14.11,2.82,11.71,2.34,4.0,42.8,Indoor,Fog,-79.71,Good
2584.99,24.96,25.69,5.62,4.75,29.92,2.02,5.0,71.9,Suburban,Clear,-57.75,Excellent
2614.48,15.09,38.03,10.98,0.84,45.6,2.48,2.0,98.0,Indoor,Clear,-58.22,Excellent
3492.0,670.02,44.33,14.49,1.64,41.71,1.22,2.0,24.8,Rural,Clear,-45.02,Excellent
5800.44,49.56,42.8,4.73,3.23,45.23,1.66,2.0,70.7,Rural,Rain,-37.33,Excellent
4981.73,18.2,22.98,10.36,2.85,38.62,1.52,4.0,53.3,Urban,Clear,-68.6,Excellent
3481.65,97.04,27.48,10.52,0.92,44.07,1.38,2.0,32.1,Rural,Clear,-47.65,Excellent
5809.03,2187.34,41.44,14.28,0.8,12.4,2.2,2.0,39.8,Indoor,Rain,-172.16,Poor
2576.5,497.64,18.45,7.78,0.73,17.91,1.86,7.0,57.7,Urban,Rain,-137.81,Poor
2610.07,205.26,20.98,12.32,2.68,38.95,2.4,6.0,56.2,Urban,Clear,-104.28,Poor
2394.04,952.51,30.77,17.2,4.56,42.56,1.72,5.0,61.8,Urban,Fog,-112.87,Poor
3510.28,16.03,33.0,13.34,2.51,17.32,2.45,4.0,38.5,Urban,Clear,-53.08,Excellent
692.9,2413.09,38.47,2.29,2.05,42.19,2.03,9.0,18.6,Urban,Rain,-135.65,Poor
2420.76,30.18,44.22,4.41,1.05,19.14,1.68,3.0,56.9,Indoor,Clear,-82.75,Good
2073.33,11.42,45.32,8.37,4.43,36.57,2.04,6.0,76.1,Urban,Clear,-38.42,Excellent
5823.6,95.06,24.37,8.47,4.93,30.71,2.35,3.0,31.3,Urban,Storm,-100.47,Poor
686.12,14.38,28.36,7.29,3.55,40.77,1.27,0.0,69.2,Rural,Clear,-8.39,Excellent
2572.55,28.24,28.74,9.09,2.58,27.32,1.77,5.0,58.5,Urban,Storm,-75.52,Good
853.74,987.5,20.82,17.09,4.57,18.12,1.27,9.0,82.3,Urban,Fog,-128.45,Poor
4983.46,123.7,19.69,14.87,2.63,42.9,2.01,2.0,64.5,Suburban,Clear,-73.72,Good
4997.55,10.44,36.06,4.22,1.73,47.07,1.22,5.0,91.6,Urban,Rain,-60.74,Excellent
918.14,546.36,36.83,9.11,0.93,34.97,1.87,13.0,78.6,Dense Urban,Rain,-139.01,Poor
5017.49,809.98,24.98,12.91,0.69,44.59,1.46,10.0,18.4,Dense Urban,Clear,-160.32,Poor
2106.02,2718.77,47.92,4.62,2.25,10.88,1.46,7.0,43.7,Indoor,Clear,-172.6,Poor
5828.67,26.14,23.64,2.81,1.95,31.81,2.16,7.0,20.5,Urban,Clear,-88.25,Fair
3497.83,2058.09,36.47,17.32,1.04,25.42,1.42,2.0,80.8,Rural,Clear,-60.99,Excellent
672.36,818.05,46.78,14.55,2.54,38.46,1.27,9.0,50.4,Urban,Fog,-94.88,Fair
919.17,332.05,41.71,16.16,3.64,23.15,1.7,1.0,62.2,Rural,Clear,-24.34,Excellent
2083.28,50.88,44.75,14.5,3.08,10.54,1.78,6.0,19.9,Urban,Storm,-64.93,Excellent
880.57,172.07,24.43,12.86,3.87,28.9,1.66,5.0,21.6,Indoor,Clear,-119.81,Poor
824.2,34.29,48.9,14.24,4.05,33.78,1.87,0.0,45.8,Rural,Clear,8.48,Excellent
5789.67,865.04,28.8,10.4,0.68,37.11,1.67,6.0,52.4,Dense Urban,Clear,-150.46,Poor
